text,category,priority,sentiment
"To whom it may concern, study hall me bulb is fused, many students affected. Kindly resolve at earliest.",Electricity,High,Neutral
"Hello, There is a problem: misc issue in the campus. danger to life. Thanks.",Other,Critical,Neutral
Complaint: There is a problem: power cut in the Lab 2. urgent. Ye kya ho raha hai.,Electricity,Critical,Negative
"To whom it may concern, parking is chaotic at faculty parking, please look into it. Bahut buri service hai.",Parking,Medium,Negative
"Sir, class 3B me lecture is too fast, today morning. This is unacceptable.",Faculty Issue,Medium,Negative
"Dear admin, wifi disconnects every 5 minutes at classroom, today morning. This is unacceptable.",Internet/Wifi,Medium,Negative
"To whom it may concern, notice board me exam schedule clash, few hours. Very disappointed.",Academic Issue,Medium,Negative
"Sir, broken bed. Location: warden office. since 3 days. Frustrated with this.",Hostel Room,High,Negative
"To whom it may concern, admission form not accepted. Location: accounts office. urgent. Very disappointed.",Administrative,Critical,Negative
"Hello, drainage is blocked. Location: ground floor washroom. today morning. Ye kya ho raha hai.",Plumbing,Medium,Negative
"Dear admin, पानी नहीं आ रहा. Location: Hostel Block A. since last week. Bahut buri service hai.",Water Supply,High,Negative
"Sir, There is a problem: garbage not collected in the hostel back side. medical emergency. Kindly resolve at earliest.",Garbage,Critical,Neutral
There is a problem: पानी नहीं आ रहा in the Hostel Block A. fire. Ye kya ho raha hai.,Water Supply,Critical,Negative
"Dear admin, certificate not issued at admin block, few hours. Bahut buri service hai.",Administrative,Medium,Negative
"To whom it may concern, broken bed at hostel room 202, still not fixed. Very disappointed.",Hostel Room,High,Negative
"Hello, canteen area me waste dumped near hostel, please look into it. Kindly resolve at earliest.",Garbage,Medium,Neutral
"lecture hall me teacher not coming to class regularly, today morning. Thanks.",Faculty Issue,Medium,Neutral
"Sir, wifi disconnects every 5 minutes. Location: classroom. since last week. Bahut buri service hai.",Internet/Wifi,High,Negative
"Hello, bijli nahi hai at Lab 2, since last week. This is unacceptable.",Electricity,High,Negative
"Hello, water tap is leaking at canteen, since yesterday. Very disappointed.",Water Supply,Medium,Negative
"Sir, cold food served. Location: dining area. kabhi kabhi hota hai. Very disappointed.",Mess/Food,Low,Negative
"Dear admin, general complaint. Location: campus. just a suggestion. Otherwise things are good, just fix this.",Other,Low,Positive
"Sir, room not cleaned for days. Location: ground floor. kabhi kabhi hota hai. Frustrated with this.",Cleanliness,Low,Negative
"Sir, washroom is very dirty at ground floor, today morning. Appreciate quick action.",Cleanliness,Medium,Positive
"To whom it may concern, found insect in food at mess hall, since 4 days. Ye kya ho raha hai.",Mess/Food,High,Negative
Complaint: lecture is too fast. Location: department. minor issue. This is unacceptable.,Faculty Issue,Low,Negative
"Dear admin, washbasin is leaking. Location: staff toilet. since yesterday. Very disappointed.",Plumbing,Medium,Negative
"To whom it may concern, There is a problem: mess timing is wrong in the dining area. immediately. Frustrated with this.",Mess/Food,Critical,Negative
"To whom it may concern, admission form not accepted. Location: admin block. minor issue. Awaiting your response.",Administrative,Low,Neutral
"fee receipt not generated at accounts office, minor issue. Awaiting your response.",Administrative,Low,Neutral
"Dear admin, bus driver is rude. Location: campus gate. small problem. Please look into it.",Transport,Low,Neutral
"Complaint: main gate me cctv not working, since 4 days. This is unacceptable.",Security/Safety,High,Negative
"Sir, dustbin overflowing. Location: main road. today morning. Otherwise things are good, just fix this.",Garbage,Medium,Positive
"no proper cleaning at block C, since yesterday. Very disappointed.",Hostel Room,Medium,Negative
"Complaint: hostel bathroom me toilet is clogged, please look into it. Bahut buri service hai.",Plumbing,Medium,Negative
"Sir, computer lab me printer paper jam, since 3 days. Thanks.",Computer/Hardware,High,Neutral
"Sir, very low water pressure. Location: Boys Hostel. still not fixed. This is unacceptable.",Water Supply,High,Negative
"To whom it may concern, main road me dustbin overflowing, assault. Ye kya ho raha hai.",Garbage,Critical,Negative
"Sir, ragging by seniors at hostel corridor, no response yet. Please look into it.",Harassment,High,Neutral
"Complaint: fire hazard in lab at main gate, urgent. Bahut buri service hai.",Security/Safety,Critical,Negative
"To whom it may concern, bus driver is rude. Location: route 5. no response yet. Bahut buri service hai.",Transport,High,Negative
"mess hall me current fluctuation is damaging appliances, still not fixed. Kindly resolve at earliest.",Electricity,High,Neutral
"Dear admin, cobwebs everywhere at ground floor, minor issue. Ye kya ho raha hai.",Cleanliness,Low,Negative
"cobwebs everywhere at washroom, few hours. Bahut buri service hai.",Cleanliness,Medium,Negative
"Sir, department me professor not clearing doubts, since last week. This is unacceptable.",Faculty Issue,High,Negative
"ground floor me washroom is very dirty, few hours. Thanks.",Cleanliness,Medium,Neutral
"Sir, mess timing is wrong. Location: dining area. few hours. This is unacceptable.",Mess/Food,Medium,Negative
"parking lot me strangers entering hostel, danger to life. Frustrated with this.",Security/Safety,Critical,Negative
"Dear admin, warden office me no proper cleaning, today morning. Bahut buri service hai.",Hostel Room,Medium,Negative
"Sir, no proper cleaning at hostel room 202, since yesterday. Ye kya ho raha hai.",Hostel Room,Medium,Negative
Complaint: parking is chaotic. Location: faculty parking. today morning. Ye kya ho raha hai.,Parking,Medium,Negative
Complaint: cold food served. Location: mess hall. please look into it. Frustrated with this.,Mess/Food,Medium,Negative
"Dear admin, washroom is very dirty at washroom, many students affected. Ye kya ho raha hai.",Cleanliness,High,Negative
"To whom it may concern, route 5 me bus did not come today, occasionally. Ye kya ho raha hai.",Transport,Low,Negative
"Sir, There is a problem: room not cleaned for days in the washroom. small problem. Please look into it.",Cleanliness,Low,Neutral
"Dear admin, computer lab me router is offline, kindly resolve. Very disappointed.",Internet/Wifi,Medium,Negative
"garbage not collected at hostel back side, emergency. Awaiting your response.",Garbage,Critical,Neutral
"Hello, There is a problem: water supply cut off in the Hostel Block B. still not fixed. Frustrated with this.",Water Supply,High,Negative
"Hello, suggestion for improvement. Location: college. for 2 days. Thanks in advance.",Other,High,Positive
"Complaint: power cut at Hostel Block D, many students affected. Kindly resolve at earliest.",Electricity,High,Neutral
"To whom it may concern, shower head broken at hostel bathroom, for 2 days. Very disappointed.",Plumbing,High,Negative
"Sir, parking is chaotic. Location: parking lot. kindly resolve. Ye kya ho raha hai.",Parking,Medium,Negative
"There is a problem: power cut in the Hostel Block D. for 2 days. Otherwise things are good, just fix this.",Electricity,High,Positive
"To whom it may concern, bus stop me bus driver is rude, many students affected. Frustrated with this.",Transport,High,Negative
"To whom it may concern, misc issue at college, since yesterday. Please look into it.",Other,Medium,Neutral
"To whom it may concern, dustbin overflowing. Location: canteen area. since 4 days. Frustrated with this.",Garbage,High,Negative
"Sir, sports ground me bullying in class, many students affected. Bahut buri service hai.",Harassment,High,Negative
Complaint: There is a problem: drainage is blocked in the hostel bathroom. fire. Bahut buri service hai.,Plumbing,Critical,Negative
"Hello, bike is stolen from parking. Location: hostel gate. few hours. Frustrated with this.",Security/Safety,Medium,Negative
"Sir, dustbin overflowing at hostel back side, since 3 days. Awaiting your response.",Garbage,High,Neutral
There is a problem: suggestion for improvement in the campus. few hours. Thanks.,Other,Medium,Neutral
"Dear admin, There is a problem: results not published in the academic office. occasionally. Otherwise things are good, just fix this.",Academic Issue,Low,Positive
"Hello, registrar office me admission form not accepted, since 4 days. Please look into it.",Administrative,High,Neutral
"Complaint: academic office me attendance shortage marked wrongly, still not fixed. Frustrated with this.",Academic Issue,High,Negative
"Complaint: faculty room me computer is not turning on, since yesterday. Otherwise things are good, just fix this.",Computer/Hardware,Medium,Positive
"Hello, campus me misc issue, kabhi kabhi hota hai. Very disappointed.",Other,Low,Negative
"Sir, There is a problem: exam schedule clash in the portal. just a suggestion. Ye kya ho raha hai.",Academic Issue,Low,Negative
"Dear admin, classroom me wifi disconnects every 5 minutes, medical emergency. Bahut buri service hai.",Internet/Wifi,Critical,Negative
There is a problem: misc issue in the college. since last week. This is unacceptable.,Other,High,Negative
"Dear admin, parking lot me fire hazard in lab, kindly resolve. Kindly resolve at earliest.",Security/Safety,Medium,Neutral
"To whom it may concern, college me suggestion for improvement, kindly resolve. Thanks.",Other,Medium,Neutral
"Sir, पानी नहीं आ रहा. Location: Girls Hostel. few hours. Please look into it.",Water Supply,Medium,Neutral
"Hello, admin block me certificate not issued, please look into it. Please look into it.",Administrative,Medium,Neutral
"Hello, college me suggestion for improvement, since last week. Awaiting your response.",Other,High,Neutral
"Dear admin, There is a problem: monitor is blank in the office. fire. Thanks.",Computer/Hardware,Critical,Neutral
"canteen me harassment in hostel, since yesterday. Bahut buri service hai.",Harassment,Medium,Negative
"To whom it may concern, food quality is very poor. Location: canteen. emergency. Otherwise things are good, just fix this.",Mess/Food,Critical,Positive
"Hello, There is a problem: someone blocked my vehicle in the faculty parking. since yesterday. Thanks in advance.",Parking,Medium,Positive
"Sir, warden office me warden not responding, kabhi kabhi hota hai. Bahut buri service hai.",Hostel Room,Low,Negative
"Hello, classroom me cannot connect to campus network, no response yet. Ye kya ho raha hai.",Internet/Wifi,High,Negative
"Sir, college bus is always late at bus stop, few hours. Very disappointed.",Transport,Medium,Negative
"Dear admin, professor not clearing doubts at department, no response yet. Ye kya ho raha hai.",Faculty Issue,High,Negative
"Dear admin, teacher not coming to class regularly at lecture hall, today morning. Very disappointed.",Faculty Issue,Medium,Negative
"Sir, college bus is always late. Location: campus gate. few hours. Frustrated with this.",Transport,Medium,Negative
"Dear admin, Library me electric socket sparking, just a suggestion. Bahut buri service hai.",Electricity,Low,Negative
"Hello, wrong marks in result at academic office, many students affected. This is unacceptable.",Academic Issue,High,Negative
"Dear admin, office staff not responding at registrar office, minor issue. Frustrated with this.",Administrative,Low,Negative
"classroom me wifi not working, urgent. Ye kya ho raha hai.",Internet/Wifi,Critical,Negative
"To whom it may concern, Girls Hostel me very low water pressure, still not fixed. Thanks.",Water Supply,High,Neutral
"Dear admin, same menu every day. Location: mess hall. since last week. Bahut buri service hai.",Mess/Food,High,Negative
There is a problem: roommate issue in the block C. small problem. Ye kya ho raha hai.,Hostel Room,Low,Negative
"Dear admin, corridor is filthy at ground floor, since 4 days. Ye kya ho raha hai.",Cleanliness,High,Negative
"Room 101 me no power in whole floor, emergency. Thanks.",Electricity,Critical,Neutral
"Dear admin, classroom me cannot connect to campus network, still not fixed. Very disappointed.",Internet/Wifi,High,Negative
"Dear admin, study hall me fan not working, small problem. Frustrated with this.",Electricity,Low,Negative
"Hello, staff toilet me shower head broken, since 3 days. Frustrated with this.",Plumbing,High,Negative
"Dear admin, block C me roommate issue, since yesterday. Ye kya ho raha hai.",Hostel Room,Medium,Negative
Complaint: There is a problem: cctv not working in the parking lot. still not fixed. Awaiting your response.,Security/Safety,High,Neutral
"Dear admin, mess timing is wrong at mess hall, since 4 days. Ye kya ho raha hai.",Mess/Food,High,Negative
"Sir, There is a problem: lecture is too fast in the department. minor issue. Ye kya ho raha hai.",Faculty Issue,Low,Negative
"Sir, There is a problem: no parking space in the parking lot. today morning. Ye kya ho raha hai.",Parking,Medium,Negative
"To whom it may concern, parking lot me someone blocked my vehicle, since 3 days. Bahut buri service hai.",Parking,High,Negative
"cannot connect to campus network at hostel room, kindly resolve. Thanks.",Internet/Wifi,Medium,Neutral
"Complaint: canteen area me dustbin overflowing, many students affected. Ye kya ho raha hai.",Garbage,High,Negative
system is very slow. Location: computer lab. for 2 days. Kindly resolve at earliest.,Computer/Hardware,High,Neutral
"Hello, router is offline at computer lab, danger to life. Appreciate quick action.",Internet/Wifi,Critical,Positive
"Dear admin, monitor is blank. Location: faculty room. no response yet. Awaiting your response.",Computer/Hardware,High,Neutral
"To whom it may concern, flush not working. Location: staff toilet. medical emergency. Bahut buri service hai.",Plumbing,Critical,Negative
"To whom it may concern, sports ground me bullying in class, since 3 days. Ye kya ho raha hai.",Harassment,High,Negative
Complaint: cctv not working. Location: hostel gate. minor issue. Bahut buri service hai.,Security/Safety,Low,Negative
There is a problem: khana ekdum tasteless hai in the canteen. few hours. Thanks.,Mess/Food,Medium,Neutral
"Hello, system is very slow. Location: office. for 2 days. Thanks in advance.",Computer/Hardware,High,Positive
There is a problem: mess timing is wrong in the canteen. fire. Awaiting your response.,Mess/Food,Critical,Neutral
"Complaint: ground floor me room not cleaned for days, occasionally. Ye kya ho raha hai.",Cleanliness,Low,Negative
"Sir, cctv not working at parking lot, please look into it. Otherwise things are good, just fix this.",Security/Safety,Medium,Positive
"Hello, canteen me harassment in hostel, danger to life. Ye kya ho raha hai.",Harassment,Critical,Negative
Complaint: There is a problem: admission form not accepted in the admin block. since 3 days. Appreciate quick action.,Administrative,High,Positive
"Dear admin, faculty is rude. Location: department. fire. Please look into it.",Faculty Issue,Critical,Neutral
"Hello, पानी नहीं आ रहा. Location: Room 305. since last week. Very disappointed.",Water Supply,High,Negative
"Sir, There is a problem: router is offline in the classroom. kindly resolve. Please look into it.",Internet/Wifi,Medium,Neutral
"To whom it may concern, general complaint. Location: college. since 3 days. Ye kya ho raha hai.",Other,High,Negative
"Hello, water supply cut off at Room 305, for 2 days. Ye kya ho raha hai.",Water Supply,High,Negative
"warden office me bed sheet not changed, since yesterday. Frustrated with this.",Hostel Room,Medium,Negative
"Sir, main road me dustbin overflowing, small problem. Very disappointed.",Garbage,Low,Negative
"Hello, There is a problem: shower head broken in the staff toilet. many students affected. This is unacceptable.",Plumbing,High,Negative
"To whom it may concern, accounts office me office staff not responding, since yesterday. Kindly resolve at earliest.",Administrative,Medium,Neutral
"Sir, There is a problem: very low water pressure in the Boys Hostel. since 3 days. Bahut buri service hai.",Water Supply,High,Negative
"To whom it may concern, teacher not coming to class regularly. Location: lecture hall. urgent. Thanks.",Faculty Issue,Critical,Neutral
"To whom it may concern, library me router is offline, today morning. Kindly resolve at earliest.",Internet/Wifi,Medium,Neutral
"To whom it may concern, canteen me ragging by seniors, kindly resolve. Very disappointed.",Harassment,Medium,Negative
"To whom it may concern, warden office me warden not responding, small problem. Ye kya ho raha hai.",Hostel Room,Low,Negative
"Hello, lecture hall me teacher not coming to class regularly, since last week. This is unacceptable.",Faculty Issue,High,Negative
"Sir, someone blocked my vehicle at parking lot, few hours. Bahut buri service hai.",Parking,Medium,Negative
"Hello, There is a problem: strangers entering hostel in the parking lot. still not fixed. Frustrated with this.",Security/Safety,High,Negative
"To whom it may concern, water not coming at Hostel Block B, please look into it. Ye kya ho raha hai.",Water Supply,Medium,Negative
"Dear admin, office staff not responding at admin block, today morning. Frustrated with this.",Administrative,Medium,Negative
"Complaint: keyboard keys not working at admin block, small problem. Thanks in advance.",Computer/Hardware,Low,Positive
"Hello, computer lab me keyboard keys not working, please look into it. Otherwise things are good, just fix this.",Computer/Hardware,Medium,Positive
"Sir, system is very slow. Location: faculty room. no response yet. Frustrated with this.",Computer/Hardware,High,Negative
"Complaint: wrong marks in result at portal, urgent. This is unacceptable.",Academic Issue,Critical,Negative
"computer lab me internet is very slow, few hours. Very disappointed.",Internet/Wifi,Medium,Negative
Complaint: There is a problem: professor not clearing doubts in the class 3B. since yesterday. Bahut buri service hai.,Faculty Issue,Medium,Negative
"Complaint: college me suggestion for improvement, kindly resolve. Kindly resolve at earliest.",Other,Medium,Neutral
"Sir, fee receipt not generated. Location: accounts office. few hours. This is unacceptable.",Administrative,Medium,Negative
"Dear admin, department me teacher not coming to class regularly, kindly resolve. Bahut buri service hai.",Faculty Issue,Medium,Negative
Complaint: There is a problem: bike is stolen from parking in the parking lot. many students affected. Appreciate quick action.,Security/Safety,High,Positive
"Sir, There is a problem: no electricity in the study hall. few hours. Appreciate quick action.",Electricity,Medium,Positive
"bus stop me college bus is always late, occasionally. Bahut buri service hai.",Transport,Low,Negative
"To whom it may concern, There is a problem: syllabus not covered before exam in the portal. today morning. This is unacceptable.",Academic Issue,Medium,Negative
"Sir, dustbin overflowing at hostel back side, immediately. This is unacceptable.",Garbage,Critical,Negative
"Complaint: admin block me monitor is blank, minor issue. Thanks.",Computer/Hardware,Low,Neutral
"route 5 me college bus is always late, still not fixed. Very disappointed.",Transport,High,Negative
Complaint: There is a problem: lecture is too fast in the department. since 4 days. Thanks in advance.,Faculty Issue,High,Positive
"Hello, notice board me wrong marks in result, kindly resolve. Frustrated with this.",Academic Issue,Medium,Negative
"Sir, There is a problem: cannot connect to campus network in the hostel room. since yesterday. This is unacceptable.",Internet/Wifi,Medium,Negative
"Hello, There is a problem: strangers entering hostel in the library. kindly resolve. Frustrated with this.",Security/Safety,Medium,Negative
"To whom it may concern, electric socket sparking. Location: Lab 2. just a suggestion. Very disappointed.",Electricity,Low,Negative
"Complaint: roommate issue at warden office, kabhi kabhi hota hai. Bahut buri service hai.",Hostel Room,Low,Negative
"Complaint: academic office me wrong marks in result, still not fixed. Frustrated with this.",Academic Issue,High,Negative
"To whom it may concern, office staff not responding at admin block, since 3 days. Thanks.",Administrative,High,Neutral
"To whom it may concern, no parking space. Location: faculty parking. since yesterday. Frustrated with this.",Parking,Medium,Negative
"Hello, sports ground me ragging by seniors, still not fixed. Frustrated with this.",Harassment,High,Negative
"Dear admin, someone blocked my vehicle at faculty parking, kindly resolve. Frustrated with this.",Parking,Medium,Negative
"Dear admin, main gate me wallet stolen from library, kindly resolve. Ye kya ho raha hai.",Security/Safety,Medium,Negative
"Sir, teacher not coming to class regularly at class 3B, kabhi kabhi hota hai. Frustrated with this.",Faculty Issue,Low,Negative
"sewage smell at ground floor washroom, no response yet. Ye kya ho raha hai.",Plumbing,High,Negative
"Dear admin, There is a problem: roommate issue in the warden office. many students affected. Appreciate quick action.",Hostel Room,High,Positive
"Dear admin, There is a problem: cobwebs everywhere in the corridor. since 3 days. Kindly resolve at earliest.",Cleanliness,High,Neutral
"Hello, There is a problem: no parking space in the parking lot. minor issue. Very disappointed.",Parking,Low,Negative
"To whom it may concern, no parking space. Location: faculty parking. kabhi kabhi hota hai. Thanks.",Parking,Low,Neutral
Complaint: There is a problem: dustbin overflowing in the main road. today morning. Frustrated with this.,Garbage,Medium,Negative
"water not coming at washrooms on 2nd floor, today morning. Frustrated with this.",Water Supply,Medium,Negative
"registrar office me office staff not responding, urgent. Thanks.",Administrative,Critical,Neutral
"To whom it may concern, There is a problem: garbage not collected in the main road. kindly resolve. Frustrated with this.",Garbage,Medium,Negative
Complaint: There is a problem: attendance shortage marked wrongly in the academic office. just a suggestion. Very disappointed.,Academic Issue,Low,Negative
"Sir, department me faculty is rude, kindly resolve. Ye kya ho raha hai.",Faculty Issue,Medium,Negative
"Dear admin, wifi disconnects every 5 minutes. Location: classroom. kindly resolve. Thanks.",Internet/Wifi,Medium,Neutral
corridor is filthy. Location: ground floor. small problem. This is unacceptable.,Cleanliness,Low,Negative
no parking space. Location: parking lot. since yesterday. Kindly resolve at earliest.,Parking,Medium,Neutral
"Hello, There is a problem: dustbin overflowing in the hostel back side. kindly resolve. Appreciate quick action.",Garbage,Medium,Positive
"Sir, professor not clearing doubts. Location: lecture hall. since 3 days. Very disappointed.",Faculty Issue,High,Negative
"Hello, printer paper jam. Location: computer lab. since 3 days. Ye kya ho raha hai.",Computer/Hardware,High,Negative
"To whom it may concern, keyboard keys not working. Location: faculty room. just a suggestion. Awaiting your response.",Computer/Hardware,Low,Neutral
"To whom it may concern, There is a problem: cctv not working in the library. just a suggestion. This is unacceptable.",Security/Safety,Low,Negative
"To whom it may concern, There is a problem: college bus is always late in the bus stop. please look into it. Ye kya ho raha hai.",Transport,Medium,Negative
"Dear admin, dining area me found insect in food, since yesterday. Very disappointed.",Mess/Food,Medium,Negative
"Sir, campus me general complaint, emergency. Please look into it.",Other,Critical,Neutral
"Sir, There is a problem: office staff not responding in the admin block. today morning. Thanks in advance.",Administrative,Medium,Positive
"Hello, There is a problem: system is very slow in the admin block. still not fixed. Ye kya ho raha hai.",Computer/Hardware,High,Negative
"Sir, There is a problem: college bus is always late in the route 5. since 4 days. Bahut buri service hai.",Transport,High,Negative
There is a problem: lecture is too fast in the lecture hall. since 3 days. Very disappointed.,Faculty Issue,High,Negative
"fee receipt not generated. Location: admin block. since yesterday. Otherwise things are good, just fix this.",Administrative,Medium,Positive
"accounts office me certificate not issued, since 3 days. Otherwise things are good, just fix this.",Administrative,High,Positive
Complaint: There is a problem: keyboard keys not working in the faculty room. few hours. Ye kya ho raha hai.,Computer/Hardware,Medium,Negative
Complaint: There is a problem: no drinking water in the washrooms on 2nd floor. no response yet. This is unacceptable.,Water Supply,High,Negative
"To whom it may concern, There is a problem: current fluctuation is damaging appliances in the Lab 2. immediately. Ye kya ho raha hai.",Electricity,Critical,Negative
"Sir, There is a problem: no guard at gate at night in the parking lot. kindly resolve. Awaiting your response.",Security/Safety,Medium,Neutral
"Sir, There is a problem: harassment in hostel in the sports ground. few hours. This is unacceptable.",Harassment,Medium,Negative
"warden office me roommate issue, since yesterday. Otherwise things are good, just fix this.",Hostel Room,Medium,Positive
"Dear admin, harassment in hostel at sports ground, since yesterday. Bahut buri service hai.",Harassment,Medium,Negative
"Dear admin, bus did not come today. Location: bus stop. no response yet. Bahut buri service hai.",Transport,High,Negative
"Complaint: ground floor me washroom is very dirty, since yesterday. Frustrated with this.",Cleanliness,Medium,Negative
"Complaint: hostel back side me garbage not collected, occasionally. Thanks.",Garbage,Low,Neutral
"Sir, admin block me system is very slow, still not fixed. Please look into it.",Computer/Hardware,High,Neutral
food quality is very poor. Location: mess hall. few hours. Bahut buri service hai.,Mess/Food,Medium,Negative
Complaint: There is a problem: fan not working in the auditorium. minor issue. This is unacceptable.,Electricity,Low,Negative
"class 3B me faculty is rude, small problem. Very disappointed.",Faculty Issue,Low,Negative
"To whom it may concern, misc issue at campus, today morning. Thanks.",Other,Medium,Neutral
"Dear admin, no guard at gate at night at parking lot, danger to life. Thanks in advance.",Security/Safety,Critical,Positive
Complaint: very low water pressure. Location: Girls Hostel. since 3 days. Bahut buri service hai.,Water Supply,High,Negative
"To whom it may concern, college me misc issue, for 2 days. Thanks.",Other,High,Neutral
ragging by seniors. Location: sports ground. no response yet. Frustrated with this.,Harassment,High,Negative
"Sir, There is a problem: bus did not come today in the bus stop. many students affected. Otherwise things are good, just fix this.",Transport,High,Positive
Complaint: dustbin overflowing. Location: canteen area. few hours. Very disappointed.,Garbage,Medium,Negative
"Sir, bus driver is rude at campus gate, kabhi kabhi hota hai. Kindly resolve at earliest.",Transport,Low,Neutral
"Hello, bus did not come today. Location: campus gate. small problem. This is unacceptable.",Transport,Low,Negative
Complaint: There is a problem: bus did not come today in the campus gate. minor issue. This is unacceptable.,Transport,Low,Negative
Complaint: There is a problem: results not published in the academic office. danger to life. Kindly resolve at earliest.,Academic Issue,Critical,Neutral
"Hello, There is a problem: no power in whole floor in the Lab 2. many students affected. Awaiting your response.",Electricity,High,Neutral
Complaint: system is very slow. Location: office. for 2 days. Thanks.,Computer/Hardware,High,Neutral
"Dear admin, canteen me ragging by seniors, kindly resolve. Bahut buri service hai.",Harassment,Medium,Negative
"college me general complaint, occasionally. Awaiting your response.",Other,Low,Neutral
"Dear admin, ragging by seniors at sports ground, just a suggestion. Very disappointed.",Harassment,Low,Negative
"Hello, There is a problem: roommate issue in the hostel room 202. since 4 days. Kindly resolve at earliest.",Hostel Room,High,Neutral
"class 3B me lecture is too fast, occasionally. Very disappointed.",Faculty Issue,Low,Negative
"Sir, attendance shortage marked wrongly. Location: academic office. minor issue. Very disappointed.",Academic Issue,Low,Negative
There is a problem: verbal abuse from staff in the hostel corridor. many students affected. Please look into it.,Harassment,High,Neutral
"Sir, someone blocked my vehicle at parking lot, minor issue. This is unacceptable.",Parking,Low,Negative
"Sir, corridor is filthy at washroom, please look into it. Appreciate quick action.",Cleanliness,Medium,Positive
"Sir, There is a problem: bullying in class in the sports ground. for 2 days. Kindly resolve at earliest.",Harassment,High,Neutral
"library me no guard at gate at night, since yesterday. Otherwise things are good, just fix this.",Security/Safety,Medium,Positive
"Dear admin, no guard at gate at night. Location: parking lot. today morning. Please look into it.",Security/Safety,Medium,Neutral
"Dear admin, hostel back side me garbage not collected, for 2 days. Ye kya ho raha hai.",Garbage,High,Negative
"Complaint: main road me waste dumped near hostel, just a suggestion. Frustrated with this.",Garbage,Low,Negative
"Complaint: syllabus not covered before exam at portal, since last week. Very disappointed.",Academic Issue,High,Negative
"Hello, waste dumped near hostel. Location: hostel back side. few hours. Frustrated with this.",Garbage,Medium,Negative
Complaint: There is a problem: suggestion for improvement in the college. many students affected. Please look into it.,Other,High,Neutral
There is a problem: broken bed in the warden office. kabhi kabhi hota hai. Very disappointed.,Hostel Room,Low,Negative
"Dear admin, mess timing is wrong at canteen, no response yet. Ye kya ho raha hai.",Mess/Food,High,Negative
"Hello, washbasin is leaking at staff toilet, kindly resolve. Kindly resolve at earliest.",Plumbing,Medium,Neutral
"Dear admin, dustbin overflowing at main road, today morning. Thanks.",Garbage,Medium,Neutral
"Hello, There is a problem: someone blocked my vehicle in the faculty parking. today morning. Very disappointed.",Parking,Medium,Negative
"Hello, There is a problem: exam schedule clash in the academic office. kabhi kabhi hota hai. Ye kya ho raha hai.",Academic Issue,Low,Negative
"Complaint: canteen area me waste dumped near hostel, today morning. Please look into it.",Garbage,Medium,Neutral
"Sir, There is a problem: general complaint in the campus. few hours. This is unacceptable.",Other,Medium,Negative
"Sir, misc issue. Location: college. small problem. Appreciate quick action.",Other,Low,Positive
"To whom it may concern, admission form not accepted. Location: accounts office. for 2 days. Awaiting your response.",Administrative,High,Neutral
"Hello, mess timing is wrong at dining area, kindly resolve. Very disappointed.",Mess/Food,Medium,Negative
"To whom it may concern, academic office me results not published, since 3 days. Frustrated with this.",Academic Issue,High,Negative
"Sir, lecture is too fast. Location: class 3B. occasionally. Ye kya ho raha hai.",Faculty Issue,Low,Negative
"Dear admin, department me professor not clearing doubts, no response yet. Very disappointed.",Faculty Issue,High,Negative
"Complaint: faculty parking me someone blocked my vehicle, please look into it. Appreciate quick action.",Parking,Medium,Positive
"To whom it may concern, There is a problem: water not coming in the Hostel Block B. small problem. Frustrated with this.",Water Supply,Low,Negative
Complaint: There is a problem: no parking space in the faculty parking. fire. Frustrated with this.,Parking,Critical,Negative
"Dear admin, water supply cut off. Location: Girls Hostel. kindly resolve. Appreciate quick action.",Water Supply,Medium,Positive
"Sir, There is a problem: someone blocked my vehicle in the parking lot. since last week. Kindly resolve at earliest.",Parking,High,Neutral
"Dear admin, no guard at gate at night. Location: parking lot. few hours. Bahut buri service hai.",Security/Safety,Medium,Negative
"Sir, bijli nahi hai. Location: mess hall. few hours. Ye kya ho raha hai.",Electricity,Medium,Negative
"Dear admin, college bus is always late at route 5, since yesterday. Ye kya ho raha hai.",Transport,Medium,Negative
"Complaint: water tap is leaking at washrooms on 2nd floor, just a suggestion. Ye kya ho raha hai.",Water Supply,Low,Negative
"Complaint: mess timing is wrong at canteen, many students affected. Ye kya ho raha hai.",Mess/Food,High,Negative
"To whom it may concern, harassment in hostel. Location: hostel corridor. kindly resolve. Frustrated with this.",Harassment,Medium,Negative
"To whom it may concern, dining area me found insect in food, since last week. This is unacceptable.",Mess/Food,High,Negative
"To whom it may concern, bulb is fused. Location: mess hall. many students affected. This is unacceptable.",Electricity,High,Negative
"Hello, no guard at gate at night. Location: hostel gate. kabhi kabhi hota hai. Very disappointed.",Security/Safety,Low,Negative
"Hello, There is a problem: router is offline in the hostel room. today morning. Very disappointed.",Internet/Wifi,Medium,Negative
"To whom it may concern, library me bike is stolen from parking, today morning. Otherwise things are good, just fix this.",Security/Safety,Medium,Positive
Complaint: keyboard keys not working. Location: office. please look into it. Ye kya ho raha hai.,Computer/Hardware,Medium,Negative
Complaint: results not published. Location: notice board. immediately. Very disappointed.,Academic Issue,Critical,Negative
"To whom it may concern, teacher not coming to class regularly at lecture hall, still not fixed. Awaiting your response.",Faculty Issue,High,Neutral
monitor is blank. Location: computer lab. for 2 days. Thanks in advance.,Computer/Hardware,High,Positive
"no parking space at faculty parking, since 3 days. Thanks in advance.",Parking,High,Positive
